3334,7047
1483,1570
3227,1690
4826,9256
1811,7286
2941,5811
6849,233
7633,3005
5634,1925
4137,4802
7401,1740
9396,3709
2411,2176
4971,6376
2708,2752
5660,5232
721,5968
2857,1052
5645,9822
4525,3994
2153,7959
7446,3347
9860,561
4990,4959
7745,6087
5926,4889
1194,4734
3378,2440
9968,1664
8125,8135
8729,5464
4864,2501
6377,9425
6107,8960
9355,3553
189,2733
3626,9808
5867,9133
5344,3913
4490,208
6802,114
2891,4710
2594,512
6062,5949
3102,6670
357,3164
3755,9591
6560,7631
7263,48
3064,3748
895,4172
5097,5303
3723,7640
3216,9948
6034,3368
8819,8030
903,7783
4329,1679
7504,9281
4272,9993
2677,4097
6415,5481
3499,5661
4050,3678
7217,1586
6455,6838
2897,2781
8163,4537
5709,5607
7228,5495
4512,4057
666,4667
4019,9368
9219,3777
2509,4087
5372,1887
4710,9394
6272,5873
5216,1121
8472,302
3240,1006
7091,6871
9092,1072
6242,3783
7338,8851
4482,2994
6370,6415
7656,5545
2488,6088
9741,1986
7420,1132
2020,8717
1280,3792
8018,8855
183,78
3142,8104
4707,9151
5133,2506
9395,5663
8117,3522
7090,9396
6081,2288
234,4395
9156,1193
5351,1488
388,9736
8641,3869
798,5958
8451,4121
3977,8624
8819,8801
1378,8832
4823,5609
9402,4288
3989,9834
5020,4901
2235,6822
9930,541
3253,3866
4770,3082
3382,9858
7135,2818
1346,3925
6674,4708
9036,3420
827,7861
2471,3101
3382,9248
5219,7063
9034,6821
2792,497
4828,2370
4243,3536
814,4136
8634,7588
9191,3932
9884,4691
8733,8815
9041,6220
691,2799
3894,8421
9256,9410
4803,7748
2518,8982
6367,1528
7488,7994
9336,2264
4352,1487
9311,7359
241,7873
6410,3224
4409,3315
209,6723
2375,6155
8021,7097
6958,961
8520,3771
8037,1718
1113,3265
2132,9485
2417,3106
4393,9580
7165,7733
9257,1296
5862,292
7981,4464
506,7227
1844,7540
1352,5871
9412,4567
6453,839
2985,4101
9370,6198
6993,8897
6962,3770
1447,2747
8346,7547
9858,4872
7629,3979
3108,6546
4812,883
2601,2005
4074,7428
3812,6719
5969,2549
5173,5456
4555,6395
7166,6139
9148,5499
5831,1935
9954,2641
2362,1522
9896,8294
7237,8938
5097,8880
2718,6362
4121,9425
6858,197
6636,6387
3587,8998
3539,3130
6107,4722
5918,9840
4535,1814
1353,8852
2266,7296
8916,8681
3170,2535
1397,2180
6823,5557
1379,8333
8735,1098
6032,5708
98,3275
7087,2171
1155,852
6238,6595
6256,8062
54,4359
4982,2487
7352,2627
6697,4996
9043,2400
6171,7552
7426,9671
4303,5995
4299,8307
4824,390
2559,9764
2223,3602
8503,3671
7828,5908
2325,8896
1858,9178
1884,5858
8758,2782
8472,9213
2757,387
8216,2440
6025,3972
6778,4953
6173,7398
2154,2321
7930,9488
913,2507
9260,172
5762,3102
3127,373
3911,6673
9030,1288
9884,5069
7770,6466
1847,3027
9886,7587
2825,2928
5968,9345
7315,4290
988,1181
6659,5766
2952,7695
4775,8105
7130,1864
6862,2866
5828,2603
2781,8295
1377,5007
6737,4744
9478,7001
7133,8936
1121,701
819,7888
5726,6988
2540,9306
424,1853
6024,992
5434,1347
7104,9391
626,9848
5036,2586
3152,5177
9062,6174
6197,2353
8328,1838
2622,8478
9865,9850
4902,3731
4520,7465
5652,2027
8224,2872
4484,8789
7851,8391
217,1142
519,8099
5104,9957
7229,8719
3090,7523
8031,8775
9868,814
4892,7485
9240,5352
9128,378
3116,5604
1015,8461
4034,790
4065,5304
8192,8312
69,1135
8308,2133
4394,4595
7943,8976
4140,5687
8274,9504
1872,3888
9736,137
7984,8435
2667,7727
9057,9631
8454,9192
2173,2663
424,1730
6853,8609
3232,4318
8959,5362
4882,1935
9307,6263
9619,3530
7381,3975
9249,8900
2924,5384
9228,1553
1506,6567
1707,3630
2903,6056
9432,6042
5854,1034
5093,4256
1187,2801
2398,8003
6873,3932
1773,8206
7806,8373
4881,652
6618,9971
4337,6765
8168,6411
2394,6946
7385,8214
261,9618
7307,8239
5842,4028
4806,2698
9389,8532
3888,1140
9544,7596
410,8022
8708,1789
7170,9352
8429,9260
5476,6263
6678,5247
6434,2632
9446,4271
3268,7299
7427,5987
3975,7459
1449,545
2475,987
5405,1547
5804,7966
6246,2088
3959,2638
1752,3036
6361,233
6233,2919
3201,6883
5856,5870
6333,4651
6241,3439
8998,2151
1653,5886
978,1321
7879,1392
662,5016
8314,9009
2754,40
9053,6078
7845,4435
698,48
7300,6424
6021,9876
8078,1837
374,9827
8032,8483
4377,2211
1578,9507
8332,3677
8151,7631
3696,6319
4299,4664
4006,9862
6851,4069
4932,5568
2588,4982
3146,8773
414,263
2656,6482
6740,6367
6970,4095
3344,938
708,6676
3577,9236
4372,4948
606,8559
898,5213
9730,7971
2155,3885
9869,1226
9466,3998
4569,5089
2008,7087
7359,3844
285,1571
8738,9147
2941,4590
6332,6841
2873,961
476,6148
571,111
6840,5155
4238,2068
2657,3147
557,5187
4666,5923
