4993,16049
997,16227
1438,5426
16094,2802
4207,15869
4004,5865
2411,703
6342,102
4659,9537
15507,14664
16724,1882
14928,8331
2696,13985
9553,12065
7930,2879
3104,19649
11954,1628
2578,10812
4118,11600
18665,15528
10118,18025
18332,11278
14202,5486
12559,11011
17264,5224
4390,15270
11424,19016
6831,11429
392,4206
1572,1010
19775,6277
19960,2245
11047,8449
16895,18595
8541,16479
228,2297
16306,16642
16433,19635
13923,18044
5759,1443
8250,11913
8677,3807
12342,18737
11468,2193
12684,4092
19674,10534
18046,1077
19978,7221
6741,18651
7225,11980
13686,5701
5412,17592
3326,18337
2918,3398
6918,4845
6173,1038
6185,6859
17816,17992
16336,7997
12346,19769
14210,5903
12481,6275
865,16335
1306,18261
9619,1778
14960,3030
6069,15727
3161,18964
17423,15287
256,1114
2848,14056
15350,8782
13182,14811
12306,14802
16296,6387
18280,14609
6444,19874
18613,11755
1821,7966
6836,11781
18310,12000
7149,5024
2388,18038
17964,6728
4811,17441
3645,738
11515,13624
14274,3495
5290,7625
16573,13617
7932,6581
15633,11664
4537,7428
15786,6612
12466,13138
11531,11420
12492,4438
12732,2575
981,8338
14706,8463
6780,11610
17745,18688
12683,4978
7205,15454
2578,12733
18452,9820
5909,8812
17779,16815
18899,5922
14261,7183
5058,6807
4055,11819
4031,11514
2881,10715
3520,10200
13939,7518
1834,3440
8234,19433
11897,15587
6506,7415
11683,3250
18082,1370
14306,17628
17801,11379
13504,14352
17405,650
11906,656
15435,18891
2271,8620
11467,9062
12207,18590
14479,16651
9458,1831
15411,16463
1915,17485
19113,8165
19920,2097
14252,18264
12017,12355
1721,1731
17272,1943
16163,13526
17465,14721
11031,18364
784,6435
18196,7236
12818,3456
2370,19795
19433,11753
4674,17956
11709,9091
9137,12789
7285,13468
13380,676
11888,9301
6331,10476
18081,16980
19227,7147
14072,9983
7612,18459
1251,14896
2130,8525
19942,7806
17547,14295
3140,9606
17420,6670
19684,14268
18688,15053
13957,3749
16530,19899
1074,513
19596,5709
16599,8163
4528,4603
11826,17482
5117,18197
14163,8455
13439,9047
11568,5256
8344,19904
8710,17812
9369,15440
5438,3201
17594,19789
13867,9773
10258,1661
4309,3025
10400,14432
4223,19321
18041,17197
13737,9057
18333,18074
6237,15292
8255,9507
13449,1141
17084,8890
1941,7067
16933,17282
15663,12929
14042,14856
13191,6061
4517,13737
13714,1990
17152,13472
13845,16949
4847,1832
10727,3425
7051,12699
13793,9168
4645,5005
12320,16304
8856,10987
13693,15596
10447,5532
10495,15380
3128,14092
16348,8254
5476,14737
14050,14787
8238,6337
3401,18116
392,8822
9432,4316
6055,14610
7746,12403
2000,12506
6322,12196
17091,16935
9225,19763
18845,19387
2586,1580
10437,4869
11989,943
17640,5615
8290,17597
18078,13004
7718,6730
12347,19836
7052,17379
10481,12105
28,5666
1728,19820
2861,17018
10842,1304
19782,9861
18587,13452
19439,10208
19663,7708
7881,13777
4136,5601
17119,19363
9757,12359
19684,8668
4270,1331
19766,8085
9754,14844
9840,8769
17427,19152
14655,17902
18670,15495
18193,6212
17232,12094
13449,12675
15540,13844
17559,1778
9597,15078
18140,11140
13654,17419
19433,17773
15577,9175
19493,8709
19087,12211
8599,16318
18251,17280
11238,17212
16986,8940
6487,10653
3682,14898
8652,17735
12241,5667
12944,11236
1564,5779
13891,8179
3073,8978
6901,14311
7008,13592
10631,8633
6101,18008
13526,18216
10552,16925
16264,17851
8617,10299
3780,597
8463,1467
3260,9527
4939,19252
13001,7731
14513,8974
1967,7553
13242,5329
7165,11599
1059,11543
3148,9395
6634,7847
9181,2884
6353,8585
15984,3648
19488,4266
1008,8080
690,9438
10372,9740
3261,7919
18192,5558
14673,9727
1996,1423
15433,12702
8717,13703
13739,6381
4599,1966
15468,11620
1342,7331
1183,2260
14776,9950
5483,15331
17645,4689
5632,468
15937,8318
2787,4251
9630,12003
1733,15656
12328,3832
14489,306
7352,19981
1160,12116
12306,19906
1721,6325
4940,6863
3943,8906
8533,615
14596,13025
8475,12802
11451,10641
8738,7477
3607,7607
2642,16505
9253,6674
5642,18401
6340,5741
6970,16304
4250,13430
15071,17960
18102,9257
17151,6200
17648,1989
57,11546
15128,13097
10307,4368
5,2579
5237,17
18070,14880
5144,15673
2771,1862
6449,12883
17392,16914
14274,15444
6352,17592
3029,8199
6435,14729
6502,7618
6157,16380
5400,5606
3341,4732
14017,10653
15096,8226
12687,9909
7501,7684
517,18054
116,11087
1855,15828
1271,9271
4603,17095
18498,18970
3801,19924
19520,18552
6834,13298
19676,5712
740,5362
12427,16546
8684,14164
7845,14178
7857,15109
12316,18983
2316,11253
16988,2390
3546,10939
5237,6160
4358,4105
13073,438
17895,14043
1865,10554
6717,2602
15721,14553
9749,295
8807,17927
70,13517
18529,3198
3046,9993
14565,11213
54,13002
9763,7430
16212,11394
1937,1797
2105,10943
12868,13466
13997,416
2719,4609
5160,5720
17447,6369
11747,12903
13509,7525
12456,10754
18023,7923
6427,13268
5438,10537
1657,9497
11028,933
18252,18502
2509,18371
5986,11458
11366,5149
15997,10637
9323,7966
11777,246
12413,10653
19658,15945
10004,9803
9140,16994
11000,2248
14718,2413
940,6888
3141,5186
175,5677
19894,11723
14872,4772
15359,1009
10754,1266
16525,7090
6200,3271
19694,19194
13108,13402
7755,9820
16712,9700
9928,11099
9757,6667
9230,11981
3393,14504
3187,2840
1180,4900
3123,579
17708,19797
8132,3023
18739,580
14025,5259
9772,6035
14055,5260
18354,18327
5314,16717
16745,8911
11678,2585
14568,18280
2206,16142
12916,6418
7422,2724
15257,14374
8539,12109
4608,18376
6219,5926
18533,14468
2597,14245
19472,4023
8675,5324
4016,6856
17999,225
1357,7607
8489,18470
18560,10126
19286,3822
12733,11285
16902,6697
8617,17003
15020,7492
18926,2361
8817,15283
18047,19456
8888,5927
15440,396
4694,16093
6682,11122
14288,3603
11544,5108
4470,2392
2558,17284
13419,4662
19200,904
4994,13420
2940,8915
7701,9363
18669,14745
4731,5574
35,12756
774,15946
15847,3994
9745,16262
16063,14899
15038,63
6568,11900
2817,3887
7864,16662
7376,13934
386,16776
17219,9596
17685,384
8828,17090
14748,845
12074,7746
18493,15586
1603,14433
8519,19612
4189,12257
19189,9405
19808,7797
3579,5952
19115,19314
13411,271
9498,6204
19298,4826
13565,12264
14732,4930
5391,7967
14223,7428
7833,18935
9286,7780
18844,9754
12320,17199
5062,5363
14121,155
4236,1822
2500,11514
11392,2149
10391,9975
13235,3923
8203,14963
7202,17363
17819,16299
12434,10124
7958,2430
9756,3450
18623,9517
10480,13512
16661,4639
7821,13332
9073,19368
19347,15774
9295,19084
17794,17802
7197,11145
7312,13127
452,10587
2052,10182
15909,5151
14259,17141
10799,4322
6586,16932
4288,8739
14972,16442
17963,11394
18271,14225
11543,2516
13742,774
8250,1315
6684,2888
706,16526
3967,9135
10360,19412
18151,9169
15737,2496
14399,12439
9181,8242
6270,12736
12240,12323
19635,8848
608,328
1737,2663
14132,16937
6327,16650
7238,6194
17741,18841
3160,4812
8729,16355
9959,11638
18396,4580
5553,15239
7696,19463
15088,4011
12653,15238
9654,16080
15736,8886
18153,430
15775,19521
1640,19240
256,6893
8441,9173
13316,2884
5148,15282
17102,9451
17659,2359
3308,7104
14797,12083
4906,12223
11310,1498
9125,8684
15520,3201
9165,11196
3541,6970
3590,11198
13215,263
10543,10651
10451,489
12293,15530
18902,11120
9500,311
11998,19904
4272,10629
19161,6143
4050,2420
9669,13283
10330,16500
19670,11970
1503,17547
16927,4265
167,9172
9324,2479
8023,9344
9836,4758
1716,10769
7666,4696
16228,1009
18525,10607
6270,1455
2516,17382
11046,7837
6574,13691
13913,1552
683,9646
4316,16477
12857,6496
14229,10298
12122,8946
9818,12483
14558,18735
16602,4591
3714,17903
19411,13556
5625,18715
19925,3739
3936,11137
11327,14866
10838,15344
1774,12387
9921,9181
13969,11362
6965,13257
19778,1405
18313,19244
5231,3292
9158,5667
8926,5212
12694,1425
19132,7582
1787,3311
5801,19502
14135,7103
8777,11384
2118,8530
19035,7388
565,1664
9758,4455
5106,1647
19764,1833
10490,14785
15779,16427
11203,8601
196,5438
5687,13522
11596,14403
4819,8467
18350,16580
4721,16205
1094,10425
11343,995
11101,18589
6100,7047
5585,12894
6163,9465
5346,17186
1782,2474
11195,17306
5749,2480
7405,17214
544,4074
6651,15422
8683,17878
10124,14960
9887,9938
16914,10751
10898,9457
18966,18937
16568,2169
6882,5473
7396,14920
14373,5499
9183,17834
18684,18750
10658,255
5399,4666
17344,11501
18007,2201
13899,11745
19,993
12411,5632
8761,11063
273,8356
5408,7628
9105,13071
16391,6051
13103,9186
36,4212
6554,16293
11879,19221
480,1188
12506,14252
16964,17829
11496,18567
6897,15697
16158,15752
5057,1419
9215,2789
6856,18529
2722,13418
10781,16383
8596,8389
18124,16719
1223,2721
16996,9184
8079,15082
18887,827
7011,3196
5361,13207
2113,19843
7894,4076
11747,11964
14177,8229
15079,15186
1917,5637
13985,17966
1113,14645
2042,7362
19098,10784
11988,12363
3339,19462
12692,7156
6369,5789
14372,16616
8135,12580
19850,5554
2941,5048
8256,6024
5532,17428
528,9920
6988,15534
18010,3433
1894,6943
11555,11878
7738,17241
11378,19922
6050,9267
6419,14095
9855,3930
10561,15650
8757,4283
6290,16142
19192,2298
3009,1122
1879,16474
7398,10908
10341,4768
13123,15487
11784,19193
1906,3483
382,16478
92,1843
9377,13060
2712,2684
12089,17035
3884,5854
18655,3555
15548,18868
6091,9314
11539,3298
13309,13579
3192,3884
14126,2020
2145,2004
15695,6318
1966,9101
2582,13589
5891,15984
19213,1819
3542,528
6709,295
1400,7079
13609,176
3723,19466
7158,14613
7537,910
15267,18622
4294,11816
4,5105
15909,4160
10402,787
5925,11523
3774,3345
2,16239
12490,7075
1735,1169
13008,9677
4009,1202
877,8312
12113,19005
6493,6171
10675,16394
13168,15804
13640,18160
6174,5333
18517,5095
1559,68
1903,4017
5293,10521
841,11657
17126,3452
14296,154
16558,3120
4471,4048
3824,12995
1147,3723
16245,10864
5477,17379
18194,13253
15459,10180
9085,2376
8500,2668
11639,19466
17726,10458
6232,7594
4898,5446
12489,13900
9274,12000
14713,18462
18427,18570
4532,10596
2576,9002
18872,19236
14673,13140
19561,15413
3848,13260
17886,14915
15402,12777
16398,19319
12310,5145
19006,12612
17022,11627
16509,15329
13621,2923
16941,18022
6547,19933
11939,10170
18965,11577
8051,1191
5019,14891
16972,5397
6978,18813
16731,15590
6240,14920
8321,17438
16317,9025
8971,12051
13824,10185
7516,4885
2129,422
3342,15155
4985,19315
19867,8271
2939,18084
11352,9656
19130,15572
11922,15758
8392,5433
1001,4191
3050,8100
3420,4089
6814,18385
7985,3604
5293,14767
136,15099
12911,15250
1909,944
17561,8071
16079,16281
13816,8309
13542,7959
3618,14647
5697,16721
10491,15335
3363,17963
8982,15616
2667,17483
771,1688
10855,9649
7758,9673
82,15282
924,5362
10373,3649
14025,1776
18726,19055
360,18359
65,1044
1486,2356
4453,10251
18475,10527
19857,13326
12124,15654
17558,1244
13399,18435
15353,1994
17415,18135
11635,3276
13044,16257
14279,12588
12486,201
18699,14205
16479,13633
18241,6575
8523,3157
15586,1793
12804,19105
19913,14879
2210,17473
1744,12557
8263,17419
17792,10013
17340,3876
2401,12895
16528,4199
12536,19302
10207,17482
8974,919
12091,9211
6244,8730
3244,15437
6308,11295
7899,6832
12093,5439
1329,1913
10272,12174
16136,196
13172,8190
18498,18816
1951,10713
17217,2137
16126,653
10083,17938
6759,14098
2267,16226
14566,3653
3424,17584
14125,12214
13879,3592
15777,15743
9542,563
9675,6597
11863,15569
2407,13271
14328,19494
6532,12400
14767,7552
13706,2184
3863,7662
1607,11181
16852,7112
7261,12508
3474,1350
15460,4013
9638,12341
843,16926
16633,4775
19085,12976
9243,13763
19471,17844
8517,8956
4327,5517
19098,18907
13895,1792
19544,6274
8906,15360
3369,11342
5982,8348
3708,7848
3071,15567
10260,5841
5725,3568
1875,4096
11224,19264
441,13909
2771,18678
5409,8782
17106,3960
1251,10421
11028,3228
16518,8161
2005,4809
7203,19650
15257,2143
10586,1775
16737,1387
13075,5892
16763,16623
3642,13620
11439,7155
9514,9150
